19.50 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 2.11 2.11 2.52 2.90 2.90 2.90 3.20 3.40 3.52 3.52 3.64 3.90 4.23 5.64 5.64 5.87 6.90 6.72 6.40 6.12 6.01 5.64 5.43 5.31 5.31 5.01 4.94 4.94 4.75 4.75 4.56 4.40 3.90 3.52 3.46 3.46 3.20 3.20 2.98 2.40 1.90 1.90 1.90 1.90 2.11 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
19.60 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 2.81 2.81 2.90 3.20 3.52 3.64 3.90 4.09 4.40 4.60 5.64 5.90 6.35 6.42 6.40 6.32 5.87 5.70 5.64 5.43 5.40 5.40 5.21 4.94 4.75 4.60 4.32 4.23 3.90 3.90 3.52 3.52 3.40 3.40 3.40 3.40 3.20 2.81 2.52 2.40 2.11 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
19.70 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 0.00 1.90 1.90 1.90 1.90 2.11 2.40 2.52 2.81 3.20 3.52 3.95 4.60 4.94 5.31 6.01 6.35 6.55 6.99 7.40 6.55 6.35 6.12 5.70 5.43 5.64 5.43 5.31 5.31 5.01 4.94 4.75 4.60 4.44 4.40 4.23 4.09 3.90 3.40 3.20 2.90 2.52 2.40 2.40 2.40 2.11 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
19.80 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 1.90 1.90 1.90 1.90 2.52 2.52 2.81 2.98 3.20 3.64 4.44 5.31 6.01 6.01 6.01 6.32 6.62 6.79 6.72 6.55 6.55 6.40 6.01 5.87 5.67 5.64 5.40 4.94 4.94 4.60 4.32 4.23 4.09 3.90 3.52 3.52 3.40 3.20 3.20 2.81 2.52 2.40 1.90 1.90 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
19.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 2.11 2.40 2.81 2.90 2.90 3.20 3.46 3.64 4.56 5.40 5.87 6.01 6.32 6.62 6.79 7.06 7.42 6.99 6.72 6.72 6.72 6.55 6.01 5.67 5.43 5.31 4.94 4.60 4.44 4.09 3.90 3.90 3.90 3.52 3.46 3.20 3.20 2.81 2.40 1.90 1.90 1.90 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 
20.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 0.00 1.90 1.90 2.11 2.90 2.52 2.81 2.81 3.20 3.40 3.90 3.95 5.64 6.01 6.01 6.12 6.32 6.79 7.06 6.35 6.01 5.31 5.31 5.31 5.21 5.31 5.21 4.94 4.94 4.94 4.90 4.60 4.44 4.09 3.90 3.90 3.52 3.40 3.40 3.20 3.20 2.90 2.40 2.11 1.90 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 
20.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 2.40 2.40 2.81 2.81 2.81 3.20 3.40 3.90 4.60 5.21 6.01 6.01 6.40 6.50 7.06 6.72 6.35 6.32 6.32 6.14 6.12 6.01 5.87 5.64 5.64 5.01 4.90 4.60 4.40 4.09 3.90 3.90 3.90 3.46 3.40 3.20 3.20 2.98 2.81 2.40 2.11 2.11 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
20.20 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 1.90 1.90 1.90 2.40 2.52 2.52 2.90 3.40 3.46 3.64 4.09 4.56 5.87 5.90 5.90 6.01 6.72 6.79 6.72 6.01 5.67 5.52 5.43 5.64 5.64 5.40 5.31 5.21 4.94 4.94 4.56 4.40 3.90 3.90 3.90 3.90 3.52 3.46 3.20 3.20 2.40 1.90 1.90 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
20.30 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 1.90 1.90 1.90 2.11 2.40 2.52 2.90 2.98 3.20 3.64 4.09 4.32 4.60 5.64 5.90 6.32 6.40 6.35 6.40 6.01 5.67 5.52 5.52 5.52 5.64 5.43 5.31 4.94 4.94 4.56 4.32 4.09 3.64 3.46 3.40 3.40 3.20 3.20 2.90 2.52 2.52 2.52 2.11 2.11 2.11 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
20.40 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 1.90 1.90 2.11 2.40 2.52 2.81 2.90 3.20 3.46 3.64 4.09 4.60 5.43 5.70 6.01 6.12 6.40 6.35 6.01 5.87 5.70 5.64 5.52 5.52 5.31 5.01 4.94 4.75 4.40 4.23 3.90 3.90 3.52 3.52 3.64 3.46 3.46 3.46 3.46 3.46 3.40 2.81 2.52 2.40 2.40 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
20.50 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 0.00 1.90 1.90 2.40 2.40 2.81 2.81 2.90 3.20 3.40 3.52 3.95 4.44 5.21 6.01 6.32 6.40 6.50 6.72 6.55 6.12 6.01 6.01 5.70 5.64 5.43 5.31 5.21 4.94 4.75 4.40 4.40 3.64 3.46 3.40 3.46 3.46 3.46 3.40 3.20 2.52 2.11 1.90 1.90 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
20.60 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 0.00 1.90 1.90 2.11 2.52 2.81 2.81 2.90 3.20 3.40 3.52 3.90 4.44 5.70 6.14 6.32 6.50 6.90 7.23 7.23 7.10 6.72 6.72 6.35 6.01 5.70 5.64 5.31 5.21 5.21 5.01 4.94 4.75 4.60 4.44 3.64 3.40 3.20 3.20 2.81 2.52 2.40 2.11 2.11 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
20.70 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 2.40 2.40 2.81 2.81 2.98 3.20 3.52 3.90 3.90 4.23 4.75 6.01 6.32 6.50 7.06 7.10 6.99 6.72 6.35 6.01 6.01 5.87 5.70 5.64 5.64 5.43 5.31 5.31 4.94 4.44 4.40 4.23 3.90 3.64 3.52 3.20 3.20 2.98 2.52 2.11 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
20.80 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 1.90 2.40 2.40 2.81 2.98 2.98 3.46 3.64 3.90 4.23 5.40 5.70 6.01 6.35 6.72 6.90 7.06 6.81 6.81 6.81 6.55 6.01 5.87 5.64 5.31 5.21 4.90 4.60 4.40 3.90 3.90 3.90 3.90 3.90 3.52 3.46 2.98 2.52 2.40 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
20.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 1.90 2.40 2.52 2.81 2.90 2.98 3.40 3.52 3.64 3.95 5.43 6.35 6.35 6.32 6.42 6.72 7.06 6.50 6.35 6.32 6.12 6.01 6.01 5.87 5.64 5.43 5.40 5.31 5.04 4.94 4.44 4.23 3.95 3.90 3.64 3.52 3.64 3.52 3.52 3.20 2.52 2.40 2.11 2.11 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
21.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 0.00 0.00 1.90 1.90 1.90 1.90 2.11 2.40 2.81 2.98 3.20 3.40 3.46 3.90 4.32 5.43 5.90 5.90 5.90 6.01 6.42 6.72 6.40 6.32 6.12 6.32 6.35 6.32 6.12 5.87 5.70 5.43 4.94 4.90 4.56 4.32 3.90 3.90 3.90 3.52 3.52 3.52 3.46 2.98 2.98 2.90 2.40 2.40 2.11 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
21.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 0.00 1.90 1.90 2.11 2.40 2.90 2.90 3.20 3.20 3.40 3.52 3.90 5.04 5.40 6.01 6.32 6.40 6.32 6.35 6.14 6.14 6.12 6.01 6.01 6.01 5.93 5.93 5.90 5.64 5.04 4.75 4.60 4.32 3.95 3.90 3.90 3.90 3.90 3.52 3.20 2.98 2.52 2.40 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
21.20 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 0.00 0.00 1.90 1.90 2.40 2.40 2.52 2.90 2.98 3.20 3.46 3.64 4.23 4.75 6.01 6.01 6.40 6.72 6.35 6.14 6.01 6.12 5.87 5.70 5.43 5.31 5.31 5.21 4.94 4.94 4.60 4.32 3.90 3.90 3.64 3.40 3.46 3.46 2.90 2.81 2.81 2.52 2.11 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
21.30 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 0.00 1.90 1.90 1.90 1.90 2.40 2.40 2.52 3.40 3.46 3.52 3.90 4.23 4.75 5.64 6.01 6.14 6.32 6.81 6.72 6.50 6.35 6.40 6.40 6.40 6.55 6.35 6.12 5.90 5.64 5.43 5.31 5.01 4.94 4.56 4.32 4.32 4.09 3.90 3.64 3.64 3.64 3.46 2.52 2.11 2.11 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
21.40 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 0.00 1.90 1.90 2.40 2.52 2.81 3.20 3.20 3.20 3.40 3.64 3.90 4.23 5.21 5.43 6.01 6.81 6.90 6.50 6.55 6.32 6.32 6.14 6.32 6.14 5.93 5.90 5.64 5.21 4.94 4.60 4.40 3.95 3.90 3.90 3.90 3.52 3.46 3.20 2.98 2.81 2.52 2.40 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
21.50 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 2.11 1.90 2.11 2.52 2.52 2.81 2.81 3.20 3.46 3.52 3.90 3.90 4.32 5.31 5.70 5.90 6.01 6.40 6.72 6.72 6.55 6.62 6.55 6.12 5.70 5.64 5.64 5.40 5.31 4.90 4.60 4.40 4.09 3.90 3.90 3.90 3.90 3.46 3.40 2.98 2.52 2.52 2.52 2.11 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
21.60 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 2.11 2.40 2.40 2.81 2.81 2.98 3.20 3.20 3.40 3.90 5.01 5.67 6.01 6.35 6.81 6.92 6.62 6.55 6.55 6.32 6.35 6.01 5.64 5.31 5.31 4.94 4.94 4.94 4.75 4.60 4.60 4.56 4.32 4.32 3.95 3.90 3.90 3.52 3.46 3.20 2.98 2.90 2.52 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
21.70 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 2.40 2.40 2.52 2.90 2.90 2.81 2.90 3.20 3.46 3.52 3.90 4.09 4.56 5.64 6.01 6.40 6.90 6.72 6.50 6.32 6.14 6.01 6.14 6.01 5.87 5.64 5.64 5.31 5.31 5.31 5.04 4.56 4.23 4.23 3.90 3.40 3.20 3.20 3.20 2.90 2.81 2.52 2.52 2.52 2.40 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
21.80 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 2.11 2.40 2.52 2.81 2.81 2.90 3.20 3.52 3.64 4.09 4.23 4.56 6.01 6.12 6.55 6.92 6.72 6.35 6.32 6.01 6.01 6.01 6.01 5.87 5.64 5.52 5.40 4.94 4.60 4.56 4.32 3.95 3.90 3.90 3.90 3.52 3.40 3.20 2.52 2.40 2.11 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
21.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 2.11 1.90 2.11 2.40 2.81 2.81 2.90 3.20 3.52 3.64 3.90 4.94 5.64 5.67 5.70 6.01 6.72 6.90 7.10 6.55 6.32 6.14 6.14 6.01 5.93 5.64 5.40 4.94 4.60 4.40 4.23 3.90 3.90 3.90 3.90 3.52 3.40 3.20 3.20 2.52 2.11 2.11 1.90 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
22.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 2.11 2.52 2.90 2.98 3.20 3.46 3.46 3.90 4.23 4.75 5.43 5.67 5.93 6.32 6.81 6.72 6.62 6.62 6.01 5.70 5.64 5.64 5.64 5.64 5.52 5.40 5.40 4.94 4.60 4.40 4.09 3.90 3.90 3.90 3.90 3.90 3.46 2.98 2.81 2.98 2.40 2.11 2.40 2.11 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
22.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 2.40 2.81 2.90 2.98 2.98 3.20 3.52 3.64 3.90 4.09 5.31 5.64 5.70 6.01 6.50 7.06 7.23 7.06 6.99 6.01 5.87 5.67 5.64 5.31 5.31 4.94 4.60 4.44 4.23 3.95 3.52 3.52 3.52 3.46 3.52 3.52 3.20 2.98 2.81 2.52 2.40 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
22.20 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 2.40 2.52 2.52 2.81 3.40 3.40 3.52 3.64 4.32 4.56 5.64 6.01 6.12 6.35 6.92 7.40 6.79 6.40 6.12 6.01 5.87 5.64 5.40 5.01 5.01 4.94 4.60 4.40 3.90 3.90 3.52 3.46 3.46 3.46 3.46 3.40 3.46 2.98 2.52 2.40 1.90 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
22.30 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 1.90 2.40 2.40 2.81 2.90 2.90 3.40 3.52 3.90 4.60 5.31 5.64 5.64 6.01 6.35 6.90 7.06 6.99 6.72 6.35 6.01 5.70 5.64 5.31 5.21 4.94 4.94 4.60 4.60 4.40 4.23 3.90 3.90 3.52 3.40 3.20 2.98 3.20 3.20 2.98 2.81 2.40 1.90 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 
22.40 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 1.90 1.90 2.40 2.81 2.98 3.20 3.46 3.64 4.09 4.32 5.01 5.70 6.01 6.35 6.81 6.90 7.06 7.23 6.72 6.12 6.01 5.90 5.90 5.64 5.31 5.31 4.94 4.90 4.60 4.60 4.32 4.23 4.23 3.95 3.90 3.90 3.52 3.52 3.40 2.81 2.40 2.11 1.90 1.90 1.90 2.11 1.90 1.90 0.00 0.00 0.00 0.00 
22.50 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 1.90 1.90 2.11 2.52 2.98 3.20 3.20 3.52 3.52 3.90 4.09 4.60 5.64 5.70 6.01 6.40 6.99 7.23 7.23 6.55 6.12 5.87 5.64 5.43 5.40 4.94 4.90 4.60 4.56 4.56 4.44 4.32 4.23 4.23 3.90 3.90 3.52 3.46 2.81 2.81 2.52 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
22.60 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 0.00 1.90 1.90 1.90 2.52 2.81 2.81 3.46 3.46 3.46 3.90 4.09 4.75 5.64 6.01 6.12 6.35 6.40 6.40 6.01 6.01 5.64 5.43 5.31 5.31 5.04 5.04 4.90 4.75 4.60 4.60 4.32 4.09 3.90 3.40 3.40 3.40 3.20 3.40 3.40 3.40 2.52 2.11 1.90 1.90 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 
22.70 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 0.00 1.90 1.90 2.11 2.52 2.90 3.20 3.20 3.20 3.46 3.64 4.09 4.56 5.70 5.93 6.35 6.42 6.72 7.06 6.72 6.32 5.87 5.70 5.64 5.52 5.31 5.21 4.94 4.90 4.40 4.23 3.90 3.90 3.52 3.40 3.40 3.20 3.20 3.40 3.40 3.20 3.40 2.81 2.40 2.11 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
22.80 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 0.00 1.90 1.90 1.90 2.40 2.40 2.81 2.81 2.81 2.98 3.20 3.46 3.52 3.90 5.64 5.87 6.01 6.35 6.92 7.40 7.42 7.42 7.06 6.72 6.01 5.64 5.31 5.01 4.60 4.60 4.32 4.23 4.23 3.95 3.90 3.90 3.90 3.52 3.52 3.46 3.40 3.20 2.98 2.52 2.40 2.11 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
22.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 1.90 2.11 2.40 2.40 2.40 2.52 2.81 3.20 3.46 4.94 5.31 5.64 5.90 6.12 6.35 6.50 6.72 6.62 6.55 6.35 6.12 6.01 5.70 5.64 5.31 5.04 4.94 4.56 4.44 4.40 4.40 4.09 3.90 3.90 3.46 3.46 3.40 3.40 2.81 2.52 2.11 2.11 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
23.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 1.90 1.90 2.11 2.52 2.81 2.98 3.20 3.46 3.52 3.90 3.90 4.32 5.40 5.67 5.70 6.01 6.40 6.90 6.90 6.81 6.72 6.55 6.35 6.01 5.67 5.43 5.01 4.90 4.90 4.60 4.40 4.09 3.90 3.90 3.90 3.46 3.40 3.40 3.20 2.81 2.52 2.52 2.40 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
23.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 2.40 2.52 2.52 2.81 2.81 2.81 3.20 3.64 5.21 5.87 5.90 6.01 6.42 6.62 6.55 6.62 6.32 6.01 5.87 5.70 5.64 5.70 5.43 4.94 4.94 4.60 4.60 4.56 4.32 3.95 3.90 3.90 3.52 3.40 3.40 3.20 3.20 2.90 2.52 1.90 1.90 1.90 2.11 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
23.20 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 2.11 2.40 2.52 2.81 2.98 2.98 3.40 3.52 4.32 4.94 5.90 6.01 6.42 6.72 7.06 7.06 7.10 6.12 5.70 5.64 5.64 5.64 5.64 5.43 5.31 5.31 4.94 4.44 4.23 3.95 3.90 3.90 3.90 3.52 3.64 3.52 3.52 3.40 2.81 2.52 2.52 2.40 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
23.30 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 0.00 0.00 1.90 1.90 1.90 1.90 2.40 2.52 2.52 2.81 3.40 3.52 3.90 3.90 4.23 4.60 5.70 6.12 6.55 6.99 6.99 6.79 6.32 6.12 5.87 5.87 5.64 5.40 4.94 4.94 4.90 4.56 4.60 4.44 4.09 3.90 3.90 3.90 3.52 3.46 3.46 3.52 3.40 2.98 2.81 2.81 2.52 2.52 2.52 2.11 0.00 0.00 0.00 0.00 0.00 0.00 
23.40 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 2.11 2.40 2.40 2.81 2.90 3.20 3.46 3.46 3.64 3.90 3.90 3.95 4.60 6.40 6.62 7.06 6.99 6.72 6.32 6.01 6.01 6.01 5.70 5.21 5.04 4.90 4.60 4.32 3.90 3.90 3.64 3.52 3.52 3.52 3.20 3.20 2.98 2.81 2.40 2.11 1.90 0.00 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
23.50 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 0.00 1.90 1.90 2.40 2.40 2.52 2.81 3.20 3.20 3.40 3.52 3.64 4.09 5.31 5.64 5.87 6.12 6.35 6.72 6.55 6.40 6.40 6.35 6.12 5.90 5.43 5.31 5.31 5.21 5.01 4.94 4.60 4.32 4.23 4.23 4.09 3.90 3.90 3.64 3.20 2.98 2.81 2.52 2.52 2.40 2.11 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
23.60 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 2.11 2.40 2.40 2.81 2.81 2.98 3.20 3.46 3.64 3.90 3.95 4.56 5.64 6.01 6.42 6.92 6.90 6.72 6.01 5.67 5.31 5.21 5.31 5.31 5.01 4.94 4.90 4.56 4.23 3.95 3.90 3.90 3.90 3.90 3.46 3.20 3.20 2.81 2.11 0.00 0.00 0.00 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
23.70 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 1.90 2.11 2.11 2.52 2.81 3.20 3.52 3.90 4.23 4.75 5.31 5.31 5.64 5.70 6.14 6.62 6.42 6.32 5.87 5.64 5.64 5.31 5.21 5.01 4.94 4.94 4.75 4.44 4.40 3.90 3.90 3.64 3.64 3.52 3.46 3.20 3.20 2.81 2.40 1.90 1.90 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
23.80 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 0.00 0.00 0.00 1.90 2.11 2.40 2.40 2.81 2.90 2.98 2.98 3.20 3.52 3.90 4.09 4.90 6.40 6.81 6.92 6.99 6.50 6.50 6.12 5.70 5.67 5.64 5.64 5.90 5.43 5.31 5.01 4.94 4.60 4.44 4.32 3.95 3.90 3.64 3.52 3.46 3.46 3.20 2.40 2.11 1.90 1.90 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
23.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 2.11 2.52 2.81 2.81 2.90 3.20 3.40 3.90 4.56 5.43 5.90 6.12 6.32 6.40 6.72 7.42 6.99 6.32 5.87 5.70 5.64 5.52 5.64 5.52 5.31 4.94 4.75 4.40 4.23 4.09 3.90 3.90 3.64 3.46 3.46 3.46 3.20 3.20 3.20 2.90 2.40 2.11 1.90 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 
24.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 0.00 0.00 0.00 1.90 1.90 2.11 2.52 2.81 2.81 2.90 3.20 3.40 3.64 4.23 4.94 5.90 6.01 6.32 6.42 6.92 6.99 6.72 6.55 6.32 6.01 5.87 5.67 5.67 5.43 5.31 5.31 5.04 4.90 4.56 4.40 3.95 3.90 3.64 3.52 3.46 3.20 3.20 2.81 2.81 2.81 2.40 1.90 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
24.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.90 1.90 1.90 1.90 2.11 2.40 2.52 2.52 2.81 3.20 3.52 3.52 3.64 3.90 4.23 4.56 5.90 6.01 6.01 6.01 6.40 6.35 6.01 5.67 5.52 5.52 5.64 5.64 5.31 4.94 4.90 4.40 4.23 4.09 4.09 3.52 3.52 3.52 3.40 3.46 3.40 3.20 2.81 2.11 2.11 2.11 1.90 1.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
